Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
lamp_cont_272b3fc8		I smile a little at her concern and pat her hand, drawing it down from my shoulder and clasping it between us. Her soft hand is warm and a little bit tacky from the humid summer air.	game/script files/3_farmersmarket.rpy	238	"[what]"
lamp_cont_26e9163c	a	"One of her lovers was mortally wounded in an accident and had to return to The Other Side to recover, and she was so depressed about it."	game/script files/3_farmersmarket.rpy	240	a sad "[what]"
lamp_cont_686bb464	a	"Dad encouraged her to go back to The Other Side to be with her lover, and when she eventually went, he went with her."	game/script files/3_farmersmarket.rpy	242	a "[what]"
lamp_cont_b4ecb7f0	e	"Is that like... dying? Going to The Other Side?"	game/script files/3_farmersmarket.rpy	244	e sad "[what]"
lamp_cont_6a20a80d		I shake my head.	game/script files/3_farmersmarket.rpy	246	"[what]"
lamp_cont_a0a3e050	a	"No, it's more like... going to a faraway place that's hard to travel to, and harder to return from. They could come back, but time moves differently there."	game/script files/3_farmersmarket.rpy	248	a happy "[what]"
lamp_cont_c26487e0	a	"Sometimes it goes faster, sometimes much slower. So they could show back up here at any time, really. Or it could be decades. There isn't a good way to know."	game/script files/3_farmersmarket.rpy	250	a neutral "[what]"
lamp_cont_6aadc646		Erin tilts her head to the side, contemplating the new information.	game/script files/3_farmersmarket.rpy	252	"[what]"
lamp_cont_ce0a3125	e	"Do you miss them?"	game/script files/3_farmersmarket.rpy	254	e neutral "[what]"
lamp_cont_08e1c31b		I feel my eyes start to mist up and blink the tears back.	game/script files/3_farmersmarket.rpy	256	"[what]"
lamp_cont_ad6876c1	a	"I do. I can't wait to see them again, but I'm nowhere near ready to go to The Other Side myself. I'm enjoying this mortal life."	game/script files/3_farmersmarket.rpy	258	a sad "[what]"
lamp_cont_51e3f715		I realize I'm still holding her hand and loosen my grip as if to pull away, but she keeps holding on and gives my hand a little squeeze.	game/script files/3_farmersmarket.rpy	260	"[what]"
lamp_cont_eb32fd10		(So, we're both aware of it. But neither of us is saying anything about it. And it's... nice. I suppose it isn't doing any harm.)	game/script files/3_farmersmarket.rpy	262	"[what]"
lamp_cont_2e7d4179		I leave my hand in hers. We walk in silence, hand in hand, cicadas buzzing in the trees along the sidewalk.	game/script files/3_farmersmarket.rpy	264	"[what]"
going_home_from_market_3aaa3f8b		Erin walks me home, still carrying my bags from the market.	game/script files/3_farmersmarket.rpy	275	"[what]"
going_home_from_market_786a7d28	a	"Thank you, today was really nice!"	game/script files/3_farmersmarket.rpy	277	a happy "[what]"
going_home_from_market_ceb818e2	e	"It's no trouble, I'm glad I was able to give you a hand."	game/script files/3_farmersmarket.rpy	279	e happy "[what]"
going_home_from_market_71766c41		I invite her in, kicking off my shoes at the front door and stepping into a cozy pair of slippers instead. She pauses to slide out of her sneakers and carries the bags in, looking around.	game/script files/3_farmersmarket.rpy	281	"[what]"
going_home_from_market_727ff95c	a	"Please, make yourself at home."	game/script files/3_farmersmarket.rpy	289	a "[what]"
going_home_from_market_1fd68f29		I go to the fridge.	game/script files/3_farmersmarket.rpy	291	"[what]"
going_home_from_market_ffa13120	a	"Water? Beer? Tea?"	game/script files/3_farmersmarket.rpy	293	a neutral "[what]"
going_home_from_market_b47b1bb3	e	"Beer sounds amazing! Thanks."	game/script files/3_farmersmarket.rpy	295	e excited "[what]"
going_home_from_market_370b4dd1	a	"Of course!"	game/script files/3_farmersmarket.rpy	297	a happy "[what]"
going_home_from_market_130644a6		We sit in companionable silence for a little bit, sipping at our drinks.	game/script files/3_farmersmarket.rpy	299	"[what]"
going_home_from_market_99c596e2	e	"I meant what I said that day, you know."	game/script files/3_farmersmarket.rpy	301	e blush "[what]"
going_home_from_market_f50e56f1	a	"Which day?"	game/script files/3_farmersmarket.rpy	303	a "[what]"
going_home_from_market_bb5d87db	e	"When I said you're beautiful."	game/script files/3_farmersmarket.rpy	305	e excited "[what]"
going_home_from_market_36ad5804	a	"O-oh! That day, right. Thank you. I'm flattered!"	game/script files/3_farmersmarket.rpy	307	a tsuntsun "[what]"
going_home_from_market_bc88d087		I hurriedly busy myself with putting things away and desperately try not to blush.	game/script files/3_farmersmarket.rpy	309	"[what]"
going_home_from_market_a0058a31	e	"I didn't say it to flatter you. I'm interested in you. And you like me too, right?"	game/script files/3_farmersmarket.rpy	311	e happy "[what]"
going_home_from_market_0de3a340		I nearly drop a cabbage. She says it so frankly, with no hesitation.	game/script files/3_farmersmarket.rpy	313	"[what]"
home_stranger_bbae1d2f	a	"You hardly know me."	game/script files/3_farmersmarket.rpy	324	a neutral "[what]"
home_stranger_638445df	e	"It doesn't have to stay that way, you know. I want to learn more."	game/script files/3_farmersmarket.rpy	326	e excited "[what]"
home_stranger_70f167bd	a	"Hmm."	game/script files/3_farmersmarket.rpy	328	a happy "[what]"
home_stranger_0fe584d6		I run out of things to mess with so I clasp my hands to keep from fidgeting.	game/script files/3_farmersmarket.rpy	330	"[what]"
younger_women_4c5b388d	a	"What if I said I'm not into younger women?"	game/script files/3_farmersmarket.rpy	334	a blush "[what]"
younger_women_1fe1e893	e	"Then I'll just never tell you my age!"	game/script files/3_farmersmarket.rpy	336	e rizzler "[what]"
younger_women_34224b29	a	"Silly."	game/script files/3_farmersmarket.rpy	338	a "[what]"
younger_women_94488e9d	e	"I'm serious! We obviously have chemistry."	game/script files/3_farmersmarket.rpy	340	e "[what]"
home_push_e91f65d5		I sigh, blushing, and down the rest of my beer.	game/script files/3_farmersmarket.rpy	346	"[what]"
home_push_31f378f4	a	"Pushing me about this is not going to do you any favors, kid."	game/script files/3_farmersmarket.rpy	348	a tsuntsun "[what]"
home_push_850e0cae	e	"I'm not a kid, don't look down on me. I'm... I'm 23."	game/script files/3_farmersmarket.rpy	350	e gloom "[what]"
home_push_d5add469	e	"But... sorry. you're right."	game/script files/3_farmersmarket.rpy	352	e neutral "[what]"
home_push_380fd50e	a	"No, you're right. You're not a kid. But you ARE very frank."	game/script files/3_farmersmarket.rpy	354	a happy "[what]"
home_push_53ae43d5		She giggles. It's REALLY cute.	game/script files/3_farmersmarket.rpy	356	"[what]"
home_push_266bea88	e	"Well, I learned that if I don't use my words, people can't read my mind. So I just say what's on my mind instead of worrying about it."	game/script files/3_farmersmarket.rpy	358	e "[what]"
home_push_7ab6383c	a	"That... seems reasonable, actually. Doesn't it get you into trouble?"	game/script files/3_farmersmarket.rpy	360	a neutral "[what]"
home_push_5c76f370	e	"Sometimes. But most of the time, it's the opposite."	game/script files/3_farmersmarket.rpy	362	e happy "[what]"
home_push_8c4f7eee		I crush my empty can and toss it into a recycling bin, then lean against a wall, arms crossed.	game/script files/3_farmersmarket.rpy	364	"[what]"
home_push_9cc6ac76	e	"So... about my question."	game/script files/3_farmersmarket.rpy	366	e "[what]"
home_push_59cc0688	a	"Um, it's getting pretty late..."	game/script files/3_farmersmarket.rpy	368	a blush "[what]"
home_push_99729f53	e	"Alright, I'll go then. Will you at least give it some thought? I'm not asking for a confession or anything, just that you give me a chance."	game/script files/3_farmersmarket.rpy	370	e happy "[what]"
home_push_e6c24877	a	"No promises."	game/script files/3_farmersmarket.rpy	372	a "[what]"
home_push_3d8701a5	e	"Worth a try. Just so you know, I'm going to win you over."	game/script files/3_farmersmarket.rpy	374	e excited "[what]"
home_push_ace1d738		I don't know what to say to that, but that seems okay with Erin.	game/script files/3_farmersmarket.rpy	376	"[what]"
home_push_a1029f5e		When she leaves, I lock the door behind her and sit on my heels, one hand still on the door.	game/script files/3_farmersmarket.rpy	378	"[what]"
home_push_f26635e9	a	"She's so tenacious... And it's SO cute. What am I going to do?!"	game/script files/3_farmersmarket.rpy	380	a blush "[what]"
home_push_212713ab		I bury my face in my hands, feeling heat flood my cheeks, my ears, down my neck.	game/script files/3_farmersmarket.rpy	382	"[what]"
home_push_77a06699	a	"I like her."	game/script files/3_farmersmarket.rpy	384	a "[what]"
home_push_c8775788		The words ring true even as I determine to steel myself.	game/script files/3_farmersmarket.rpy	386	"[what]"
home_push_96f55e9a		I'm not going to fall for someone who's just passing through town. She's sticking around to pay back the debt she owes, no other reason. I've gotta get her out of my head.	game/script files/3_farmersmarket.rpy	388	"[what]"
orchard_c97c9b7e		Another week goes by and I manage to avoid running into Erin. She's texted me more pictures of the gray cat outside of the cornerstore, but I haven't replied.	game/script files/4_orchard.rpy	13	"[what]"
orchard_39bfd061		She's really persistent, though, and dripping with optimism. But I feel like she can probably tell that something's off.	game/script files/4_orchard.rpy	15	"[what]"
orchard_4da1eef0		The whole thing—trying to smother my feelings, avoiding her—it's got me in a sour mood. So, today I'm going out.	game/script files/4_orchard.rpy	17	"[what]"
orchard_d49dd5c3		Three Peach Hill is an orchard known for its stunning peach trees. The orchard started very small, with just three peach saplings on the big hill.	game/script files/4_orchard.rpy	19	"[what]"
orchard_88f789cd		The orchard expanded outward from that hill. Those first three peach trees are now massive. They should be well past their prime, but through magic they've stayed young and healthy and continue to produce beautiful fruit every season.	game/script files/4_orchard.rpy	21	"[what]"
orchard_b4866bfc		I've loved resting under their boughs since I was a kit. It's not a private place by any means, but it's {i}my{/i} spot. A visit seems like just the thing to center me right now.	game/script files/4_orchard.rpy	23	"[what]"
orchard_9c78880f		The team of farmers who tend the orchard under Head Orchardist Joy have been quite busy as many of the trees are ready for harvest.	game/script files/4_orchard.rpy	31	"[what]"
orchard_ad71ae96	a	I see Joy directing a couple farmers who are helping load her truck with an order of peaches and I wave to her as I park my bicycle alongside the orchard's front office building. She waves back with a big grin.	game/script files/4_orchard.rpy	38	a excited "[what]"
orchard_afa79e4b		Yesterday she had posted a picture of the first ripe peaches dangling from trees on social media with the caption, "Peach picking is open! Come by to fill a cart or basket!"	game/script files/4_orchard.rpy	40	"[what]"
orchard_bce5ecca		I couldn't make it out here yesterday, but it's a nice Saturday and I have the whole day free. The pie I'm gonna make out of these is going to be legendary.	game/script files/4_orchard.rpy	42	"[what]"
orchard_747eebdc		The farmers at the orchard recognize me and let me find my way to the big trees.	game/script files/4_orchard.rpy	44	"[what]"
orchard_a9ef1e38		I'm walking up the hill when I hear her voice. My heart beats a little faster.	game/script files/4_orchard.rpy	46	"[what]"
orchard_85338655		Erin is here of all places, on today of all days. Just my luck.	game/script files/4_orchard.rpy	48	"[what]"
orchard_1ba15f98		Her oversized shirt and messy bun are so cute on her. She wipes her brow with the back of a work-gloved hand, laughing at something a girl in a VOLUNTEER vest said. There's a basket of peaches on the ground beside them. I keep walking, hoping she doesn't notice me.	game/script files/4_orchard.rpy	50	"[what]"
orchard_a124ea5f	e	"Aya,"	game/script files/4_orchard.rpy	52	e happy "[what]"
orchard_97a49c77		Erin calls out to me, jogging to catch up to me as I {i}very subtly{/i} pick up my pace.	game/script files/4_orchard.rpy	54	"[what]"
orchard_b536b223	e	"Hi!"	game/script files/4_orchard.rpy	56	e excited "[what]"
orchard_c9bfdaee	a	"Hi."	game/script files/4_orchard.rpy	58	a gloom "[what]"
orchard_cfa6d5c5		The greeting came out crabbier than I meant it to.	game/script files/4_orchard.rpy	60	"[what]"
orchard_730ff952		But... I'm trying to avoid her! Surely she'll get the memo if I'm brusque with her. Right? So maybe crabby isn't a bad thing.	game/script files/4_orchard.rpy	62	"[what]"
orchard_f05c41b4	e	"Wait!"	game/script files/4_orchard.rpy	64	e neutral "[what]"
orchard_547faf21		She catches my hand and I lurch as she tugs my arm gently but firmly. I yank my arm back, and she lets go. The lack of resistance throws me off balance, and I stumble.	game/script files/4_orchard.rpy	66	"[what]"
orchard_402fe857	a	"What do you want?"	game/script files/4_orchard.rpy	68	a sad "[what]"
orchard_a8464b76	e	"Oh, sorry, didn't mean to throw you off balance. I just wanted to talk 'cuz it seems like you've been avoiding me—or maybe I'm just reading into it?"	game/script files/4_orchard.rpy	70	e sad "[what]"
orchard_abaf999a	a	"..."	game/script files/4_orchard.rpy	72	a "[what]"
orchard_3f739ce1		I sigh.	game/script files/4_orchard.rpy	74	"[what]"
orchard_5894ede8	a	"I have been."	game/script files/4_orchard.rpy	76	a neutral "[what]"
orchard_f36cd880	e	"I didn't do anything, though."	game/script files/4_orchard.rpy	78	e neutral "[what]"
orchard_5cc9339e	a	"That's true... but... I just wanted some space."	game/script files/4_orchard.rpy	80	a sad "[what]"
orchard_e3839ce1	e	"Was I sending too many pictures of Cloud? Or maybe... was I being too much?"	game/script files/4_orchard.rpy	82	e sad "[what]"
orchard_96078dc7	a	"No! No, I..."	game/script files/4_orchard.rpy	84	a blush "[what]"
orchard_3fec0925	e	"Wait..."	game/script files/4_orchard.rpy	86	e neutral "[what]"
orchard_71acede0		She lookes closer at my face and sees the blush in my cheeks.	game/script files/4_orchard.rpy	88	"[what]"
orchard_000bab50	e	"Were you possibly avoiding me because youuuu like me back?"	game/script files/4_orchard.rpy	90	e rizzler "[what]"
orchard_689064f7		I flush hot red.	game/script files/4_orchard.rpy	92	"[what]"
orchard_157e2e71	e	"Oh my gods! You like me!"	game/script files/4_orchard.rpy	94	e excited "[what]"
orchard_0c47f4c7		She covers a grin with her hand and giggles.	game/script files/4_orchard.rpy	96	"[what]"
orchard_4fe2e645	a	"What! No! That's absurd!"	game/script files/4_orchard.rpy	98	a tsuntsun "[what]"
orchard_a26ff1eb	e	"Your face says otherwise, but fine."	game/script files/4_orchard.rpy	100	e gloom "[what]"
orchard_40f74be8	e	"Explain it to me, then. What are you running from?"	game/script files/4_orchard.rpy	102	e neutral "[what]"
orchard_53a9c1ec		She looks a bit hurt, and my heart aches at the sight.	game/script files/4_orchard.rpy	104	"[what]"
orchard_9182228c		But... I really don't want to get involved in something temporary. Whether or not I like her, I need to do this.	game/script files/4_orchard.rpy	106	"[what]"
shut_this_down_e25da359	a	"I don't want to waste my time."	game/script files/4_orchard.rpy	123	a "[what]"
shut_this_down_111cfb47		...is what I said. It's partly true, I am worried. But what I mean, and what I can't tell her, is that I'm afraid she might be what I want.	game/script files/4_orchard.rpy	125	"[what]"
shut_this_down_fbcf28b6		(I don't want it to hurt when she leaves.)	game/script files/4_orchard.rpy	127	"[what]"
shut_this_down_51376cda		Erin's eyes mist with tears.	game/script files/4_orchard.rpy	129	"[what]"
shut_this_down_1796f940	e	"Wasting time? What do you mean? Is there something wrong with me?"	game/script files/4_orchard.rpy	131	e sad "[what]"
shut_this_down_cd46b176		I wince.	game/script files/4_orchard.rpy	133	"[what]"
shut_this_down_a881c2c7	a	"W-we're just not a good fit. You're not... you're not... actually, it's not really about you."	game/script files/4_orchard.rpy	135	a sad "[what]"
shut_this_down_5c2157b6		She stiffens.	game/script files/4_orchard.rpy	137	"[what]"
shut_this_down_20c8a80e	e	"So you're just afraid. You like me, but you're being mean because you're a coward."	game/script files/4_orchard.rpy	139	e neutral "[what]"
shut_this_down_ab367ffa		Without another word, she turns and walks away.	game/script files/4_orchard.rpy	141	"[what]"
shut_this_down_7fe46979		She's right.	game/script files/4_orchard.rpy	143	"[what]"
let_her_down_gently_43fc5d5a	a	"I'm not really available right now... I'm, uh, looking for something specific."	game/script files/4_orchard.rpy	154	a blush "[what]"
let_her_down_gently_9e4f5d07	e	"Oh, that's okay! I could be what you want. Just tell me who to be and I'll be that."	game/script files/4_orchard.rpy	156	e neutral "[what]"
let_her_down_gently_0bbf4d81		That hurts my heart.	game/script files/4_orchard.rpy	158	"[what]"
let_her_down_gently_c628c376	a	"No, I'm not going to tell you who to be! That would be horrible."	game/script files/4_orchard.rpy	160	a tsunstsun "[what]"
let_her_down_gently_ab60fc97	e	"But you don't like who I am and I don't know why."	game/script files/4_orchard.rpy	162	e gloom "[what]"
let_her_down_gently_e6154e1c		(I do like you. But you have school, you're bound to leave, and I don't think you'll come back out here when you're done.)	game/script files/4_orchard.rpy	164	"[what]"
let_her_down_gently_9aff25b2	a	"I... don't have a good answer."	game/script files/4_orchard.rpy	166	a gloom "[what]"
let_her_down_gently_7e3c2777	e	"You're just afraid, aren't you? You like me, but you're too scared to do anything about it."	game/script files/4_orchard.rpy	168	e shocked "[what]"
let_her_down_gently_a7f64940	e	"That's... disappointing. I thought you were cool."	game/script files/4_orchard.rpy	170	e sad "[what]"
let_her_down_gently_e123a71a		Then she shoves her hands into her shorts pockets and strides back down the hill, eyes downcast.	game/script files/4_orchard.rpy	172	"[what]"
let_her_down_gently_b09765fe		She's right. I am afraid.	game/script files/4_orchard.rpy	174	"[what]"
the_rain_254d0897		I finish picking the peaches by myself. By the time I'm done, the remaining daylight is nearly smothered by thick clouds. I hadn't noticed how dense they had gotten, but a brief glance is enough to confirm that they look heavy and full, as if ready to spill at any moment.	game/script files/5_rain.rpy	8	"[what]"
the_rain_c5549807		I'm rolling my small cart quickly through the orchard when I feel the first droplets splash my brow, my hair, my hand. It's a long way back to my bike, and then I'll still have to cycle home from there. I don't even have a jacket.	game/script files/5_rain.rpy	10	"[what]"
the_rain_231211ae	a	"This is going to suck."	game/script files/5_rain.rpy	12	a gloom "[what]"
the_rain_88df25e0		The dirt path quickly turns to mud that sucks at my feet with every step. But still, I keep on, now dragging my mud-caked cart of peaches as the early evening sets in.	game/script files/5_rain.rpy	15	"[what]"
the_rain_f6991387		I slip in a particularly muddy patch and fall. I sit in the mud, contemplating my life.	game/script files/5_rain.rpy	21	"[what]"
the_rain_47fd0f1e		My ankle is definitely sprained. I have no idea how I'm going to get these peaches back. I'm drenched, and I was just not very nice to a girl I really quite like for really no good reason.	game/script files/5_rain.rpy	23	"[what]"
the_rain_46921884		I close my eyes and tilt my head back, letting the raindrops splash across my face. I take a few deep breaths.	game/script files/5_rain.rpy	25	"[what]"
the_rain_2d66f2cb		The rain stops drip-dropping on my face, but I can still hear it around me. I open my eyes.	game/script files/5_rain.rpy	27	"[what]"
the_rain_535c8211		It's Erin. She's holding an umbrella over me, looking breathless and disheveled.	game/script files/5_rain.rpy	31	"[what]"
the_rain_0e8de737	e	"I ran to get an umbrella as soon as I saw how bad the sky was getting. Looks like I didn't make it to you in time though, sorry, Aya. Why are you sitting in the mud? You're soaked through!"	game/script files/5_rain.rpy	35	e shocked "[what]"
the_rain_120129ce	a	"Erin..."	game/script files/5_rain.rpy	38	a sad "[what]"
the_rain_51e31f62	e	The shorter woman hands me the umbrella and helps me to my feet.	game/script files/5_rain.rpy	40	e neutral "[what]"
the_rain_496c281b	e	"Can you walk?"	game/script files/5_rain.rpy	42	e neutral "[what]"
the_rain_99af081a	a	"Yes,"	game/script files/5_rain.rpy	44	a "[what]"
the_rain_6e57b130		I put weight onto my foot and wince.	game/script files/5_rain.rpy	46	"[what]"
the_rain_6d3d5bc6	a	"Well, no. My ankle..."	game/script files/5_rain.rpy	48	a gloom "[what]"
the_rain_34a5ecc6		Erin turns around and crouches, gesturing for me to climb up on her back.	game/script files/5_rain.rpy	50	"[what]"
the_rain_1e0ca82e	e	"Get on, I'll carry you."	game/script files/5_rain.rpy	52	e happy "[what]"
the_rain_f02bcd43	a	"But I'm taller than you! I'll crush you!"	game/script files/5_rain.rpy	54	a sad "[what]"
the_rain_89e430d4	e	"I'm like an ant, I can carry you no problem!"	game/script files/5_rain.rpy	56	e excited "[what]"
the_rain_962d52cc	a	"Erin, I'll just lean on you and we'll go slow."	game/script files/5_rain.rpy	58	a gloom "[what]"
the_rain_0b3ecd77	e	"Really, I insist! I'm wearing work boots, I won't slip in the mud. Let me carry you."	game/script files/5_rain.rpy	60	e "[what]"
the_rain_535f95b9	a	"What about the peaches?"	game/script files/5_rain.rpy	62	a sad "[what]"
the_rain_b7ed901c	e	"There will be more peaches. I'm more worried about you right now. Now, climb on."	game/script files/5_rain.rpy	64	e happy "[what]"
the_rain_fcee0d8c		I climb on, still holding the umbrella in one hand. She hikes me up, grasping below my thighs and leaning forward. My wet hair sticks to her neck. I try not to think about it.	game/script files/5_rain.rpy	66	"[what]"
the_rain_b555a9ba		It takes a while, but we do make it down the big hill. Erin is stronger than she looks, and though she's breathing hard by the time we get back to the entrance of the orchard she hasn't once lost her grip or stumbled.	game/script files/5_rain.rpy	77	"[what]"
the_rain_56ec5a74	"Erin"	"Just hang on tight, I'll get you home."	game/script files/5_rain.rpy	80	"Erin" "[what]"
the_rain_a3c654e9		I let the umbrella rest over our backs, which probably makes us look like an overly large beetle, and let the sway of her steps and the sound of her breathing lull me into a half-slumber.	game/script files/5_rain.rpy	82	"[what]"
the_rain_edd57754	e	"What's your door code? ...Aya?"	game/script files/5_rain.rpy	93	e "[what]"
the_rain_5f2a3a72		She's hunched over at the side door of the bookshop that leads up to my house. I blink, rubbing my sleepy eyes with the back of a hand.	game/script files/5_rain.rpy	95	"[what]"
the_rain_0d9f8421	e	"Hey, Aya? You okay?"	game/script files/5_rain.rpy	97	e neutral "[what]"
the_rain_a9e84d58		There's concern in her voice and I try to answer, but it comes out as a mumble. I eventually stumble through the words.	game/script files/5_rain.rpy	99	"[what]"
the_rain_f5359314	a	"11... 0... 2."	game/script files/5_rain.rpy	101	a gloom "[what]"
the_rain_842a6e0f		I hear the beep of her punching in the code, and the click of the bolt sliding open.	game/script files/5_rain.rpy	105	"[what]"
the_rain_683ee061		She gently pries the umbrella from my arms and leaves it just inside the front door to dry on the doormat. Most of the mud washed off us from the rain, but we're still drenched.	game/script files/5_rain.rpy	107	"[what]"
the_rain_ae10997a		She deposits me gently on the entryway bench and peels our dripping shoes and socks off.	game/script files/5_rain.rpy	112	"[what]"
the_rain_2640c009	e	"We need to get you clean and dry, let's get upstairs, okay?"	game/script files/5_rain.rpy	114	e shocked "[what]"
the_rain_4462fffd		We climb the stairs, leaving little puddles behind us.	game/script files/5_rain.rpy	116	"[what]"
the_rain_688072ed		My house is still quite warm from the summer day, but dry—dehumidifiers and a little bit of magic always ensure that the house stays dry and relatively cool, to preserve the condition of the books on the first floor.	game/script files/5_rain.rpy	118	"[what]"
the_rain_60cb6ee3		Erin looks around for the bathroom, finds it, and leads me over to it. She flicks on the lights.	game/script files/5_rain.rpy	122	"[what]"
the_rain_68c1604d	e	"Get out of those clothes and into a nice hot shower, okay? I'd help you, but..."	game/script files/5_rain.rpy	127	e neutral "[what]"
the_rain_c5ffa258		There's a faint blush growing brighter on her cheeks that snaps me out of my miserable fugue.	game/script files/5_rain.rpy	129	"[what]"
the_rain_7e872ae1	a	"No! No, it's okay, I got it."	game/script files/5_rain.rpy	131	a blush "[what]"
the_rain_1d1f6715		I step in and shut the door behind me. A moment later, I peek out and offer Erin a towel.	game/script files/5_rain.rpy	133	"[what]"
the_rain_bcdeee03	a	"So you can dry off while you wait for your turn."	game/script files/5_rain.rpy	135	a tsuntsun "[what]"
the_rain_ef33dceb	e	"I can just go home, it's alright."	game/script files/5_rain.rpy	137	e neutral "[what]"
the_rain_fc523e4a	a	"It's pouring out there! You'll catch a cold. Dry off for now, I'll find you a change of clothes once I'm out of the shower."	game/script files/5_rain.rpy	139	a "[what]"
the_rain_feb0f54a		Soapy water cleanses my body and the heat clears my mind. I feel the tightness leave stiff muscles. I pat myself dry and wrap a towel tightly around myself, leaving my wet and muddy clothes in one of the two bathroom sinks.	game/script files/5_rain.rpy	141	"[what]"
the_rain_108a3834		Then I crack open the bathroom door to see Erin sitting on the rug with the towel draped over her now-bare shoulders.	game/script files/5_rain.rpy	143	"[what]"
the_rain_2f4774b0		Bare? Shoulders? I glance to a nearby kitchen chair, where her soaking wet shirt is hanging. A dish towel on the floor catches the water dripping off of the discarded clothing. I clear my throat and she turns her head to look at me.	game/script files/5_rain.rpy	145	"[what]"
the_rain_c3dde720	a	"Bathroom's open, your turn, I'll get you some clothes, DON'T LOOK AT ME!"	game/script files/5_rain.rpy	147	a blush "[what]"
the_rain_bf85a9d8		I hobble across the hall to my bedroom and swing the door shut before digging out a t-shirt and sweatpants for myself, and another tee and pair of drawstring shorts that should probably fit Erin.	game/script files/5_rain.rpy	149	"[what]"
the_rain_4b68f3ce		When I'm dressed, I take the extra clothes and knock on the bathroom door.	game/script files/5_rain.rpy	151	"[what]"
the_rain_4fb20758	e	"Almost done!"	game/script files/5_rain.rpy	153	e happy "[what]"
the_rain_d7aa22e4	a	"Take your time, I'm just setting some clothes for you by the door."	game/script files/5_rain.rpy	155	a happy "[what]"
the_rain_65adb225		When Erin comes out, I have an instant kettle heating water for tea and an ice pack on my ankle, which I've propped up on a second kitchen chair.	game/script files/5_rain.rpy	160	"[what]"
the_rain_f5d516cd	e	"Thank you, the clothes fit well!"	game/script files/5_rain.rpy	162	e blush "[what]"
the_rain_8887b8e0		My clothes are, in fact, too big on her. The effect is absolutely adorable. She has a hand towel draped over top of her head, and the shirt is long enough that it almost covers the cotton shorts.	game/script files/5_rain.rpy	164	"[what]"
the_rain_ce090d0e	a	"It's no trouble. I'll start some laundry, just check your pockets before I put it in the machine."	game/script files/5_rain.rpy	166	a blush "[what]"
the_rain_9144ccda	e	"I appreciate that, but you should just sit there and rest your ankle. I'll start it for you, just tell me if there's anything special about the machine, okay?"	game/script files/5_rain.rpy	168	e neutral "[what]"
the_rain_7a12409a	a	"You carried me all the way here. The least I can do is wash your wet clothes."	game/script files/5_rain.rpy	170	a excited "[what]"
the_rain_83911b8d		Despite my protests, she opens a couple of doors until she finds the little room with the washer and dryer.	game/script files/5_rain.rpy	172	"[what]"
the_rain_63f2031a	e	"You need to rest! I'll tie you down if I need to! Wait here."	game/script files/5_rain.rpy	174	e happy "[what]"
kinda_hot_3372f469	a	"Why was that kinda hot?"	game/script files/5_rain.rpy	186	a blush "[what]"
kinda_hot_c391c35a		Erin peeks her head out from the laundry room.	game/script files/5_rain.rpy	188	"[what]"
kinda_hot_f46b770d	e	"Did you say something?"	game/script files/5_rain.rpy	190	e neutral "[what]"
kinda_hot_71757859	a	"Nope! Carry on!!"	game/script files/5_rain.rpy	192	a excited "[what]"
kinda_hot_36272de8		(I'm going to file this thought away for later.)	game/script files/5_rain.rpy	194	"[what]"
kinda_hot_a13c10ef		I shake my head furiously and clap my palms to my cheeks.	game/script files/5_rain.rpy	196	"[what]"
kinda_hot_1b08bb87		(ANYWAYS.)	game/script files/5_rain.rpy	198	"[what]"
my_house_laundry_d313ff14		(The audacity to boss me around in my own home!)	game/script files/5_rain.rpy	204	"[what]"
my_house_laundry_2e08b547		(What am I going to do with this girl?)	game/script files/5_rain.rpy	206	"[what]"
one_bed_25d42b79		The storm has worsened. We're each on our second cup of tea and it's getting late into the night.	game/script files/5_rain.rpy	212	"[what]"
one_bed_58c2b6a9	a	"I think you might want to stay here tonight."	game/script files/5_rain.rpy	214	a neutral "[what]"
one_bed_e0d7a237		Erin gives me a look.	game/script files/5_rain.rpy	216	"[what]"
one_bed_141818dd	e	"I thought you wouldn't want me to stay here."	game/script files/5_rain.rpy	218	e neutral "[what]"
one_bed_6243b6da	a	"Well, I'm not sending you out in that weather."	game/script files/5_rain.rpy	220	a shocked "[what]"
one_bed_f6fd216d	e	"Okay, that's fair. I can sleep on the couch!"	game/script files/5_rain.rpy	222	e gloom "[what]"
one_bed_8ef3ef77	a	"No!"	game/script files/5_rain.rpy	224	a "[what]"
one_bed_ccab740a	e	"N-no?"	game/script files/5_rain.rpy	226	e blush "[what]"
one_bed_ef2c75a1		My cheeks redden.	game/script files/5_rain.rpy	228	"[what]"
one_bed_fc877ff5	a	"I mean, w-well, the couch really isn't all that comfortable to sleep on. And I have extra blankets. And my bed is, well, kind of massive. So there's plenty of room! We wouldn't even touch, I guarantee it."	game/script files/5_rain.rpy	230	a blush "[what]"
one_bed_5610d08c		She plays it cool.	game/script files/5_rain.rpy	232	"[what]"
one_bed_0956c0be	e	"Oh well I suppose that would work."	game/script files/5_rain.rpy	234	e "[what]"
one_bed_a673132f	a	"Cool! Cool. Great!"	game/script files/5_rain.rpy	236	a "[what]"
one_bed_11775029	e	"You know, I wouldn't mind if we did touch—"	game/script files/5_rain.rpy	238	e rizzler "[what]"
one_bed_846e6b10	a	"Ack! It's over this way!!!"	game/script files/5_rain.rpy	240	a tsuntsun "[what]"
